taxi_type,pickup_borough,pickup_zone,rows,observed_tip_rate,predicted_tip_probability,observed_avg_tip,expected_tip,q10_tip,q50_tip,q90_tip
green,Brooklyn,Sheepshead Bay,529,0.7637051039697542,0.39509988,2.0718714555765594,1.0633901,1.5476263,2.786987,3.6944563
green,Queens,Queensbridge/Ravenswood,262,0.8320610687022901,0.29891315,2.8198473282442746,1.0564693,1.896139,4.004457,5.2741957
green,Bronx,Bronxdale,8,0.25,0.15045337,2.45625,1.0419676,2.328824,6.2313113,9.132426
green,Manhattan,Marble Hill,4,0.75,0.2748136,1.42,1.016312,1.654602,3.6593535,4.8714595
green,Queens,Kew Gardens Hills,7,0.5714285714285714,0.24932739,7.6642857142857155,0.9677101,1.8563813,4.3653145,5.807444
green,Bronx,Kingsbridge Heights,13,0.15384615384615385,0.12457502,0.4984615384615385,0.93685544,2.892758,11.282048,16.10607
green,Bronx,Longwood,5,0.4,0.23965149,0.736,0.93085,1.4968867,3.562994,4.8935356
green,Queens,Kew Gardens,1536,0.8255208333333334,0.28681004,2.86171875,0.93073696,1.6599016,3.471913,4.573768
green,Queens,Steinway,993,0.904330312185297,0.28371274,3.102588116817724,0.916161,1.6029977,3.3024678,4.400335
green,Queens,Murray Hill-Queens,3,1.0,0.24215941,3.0,0.9009902,1.6346178,3.819948,4.974457
green,Brooklyn,Flatlands,6,0.3333333333333333,0.16735916,1.0833333333333333,0.8865638,3.0509253,11.057323,15.781119
green,Queens,Richmond Hill,79,0.9113924050632911,0.2674537,8.904430379746836,0.88289195,1.7084445,3.6897047,4.933969
green,Bronx,Belmont,14,0.42857142857142855,0.15346302,8.150714285714285,0.87172854,1.8185787,4.8739448,6.20274
green,Bronx,Claremont/Bathgate,10,0.6,0.19685842,4.506,0.8698289,2.0314436,4.10303,5.5834985
green,Queens,Bay Terrace/Fort Totten,1,1.0,0.3027981,8.0,0.84532905,1.640255,2.9320033,4.046279
green,Bronx,Bedford Park,5,0.4,0.11967889,4.826,0.84165204,3.3087215,8.616382,13.070471
green,Bronx,Melrose South,42,0.5952380952380952,0.21605982,2.4495238095238094,0.8308169,1.5265632,4.0045457,5.4734344
green,Bronx,Morrisania/Melrose,7,0.2857142857142857,0.26813677,1.7814285714285714,0.82950324,1.8234731,3.2903576,4.4187746
green,Brooklyn,Marine Park/Mill Basin,1,0.0,0.07652873,0.0,0.8254835,7.3687153,14.658197,19.96837
green,Queens,Middle Village,11,0.6363636363636364,0.17094328,3.4454545454545453,0.81673485,2.014706,6.061862,7.769507
green,Bronx,Van Cortlandt Village,6,0.16666666666666666,0.16312099,0.16666666666666666,0.7986448,1.6606807,7.6100216,12.477173
green,Queens,Springfield Gardens North,7,0.7142857142857143,0.1683584,2.75,0.79712045,2.2529936,4.957568,6.5117836
green,Staten Island,Saint George/New Brighton,2,0.5,0.23063216,1.75,0.7811533,1.6985159,4.5658045,5.4572425
green,Queens,Hollis,1,1.0,0.32003835,2.5,0.7411821,1.4488674,2.4282618,3.5074437
green,Brooklyn,East Flatbush/Remsen Village,1,0.0,0.22955464,0.0,0.7404733,1.0132301,3.832686,4.6418757
green,Brooklyn,Cypress Hills,3,0.6666666666666666,0.22255379,3.28,0.7404287,1.6934214,3.800438,4.86118
green,Brooklyn,Bensonhurst East,1,1.0,0.32646012,2.16,0.7126336,1.5010351,2.2688491,2.754756
green,Bronx,East Concourse/Concourse Village,28,0.7142857142857143,0.18103994,3.197142857142857,0.67729634,1.823162,4.1452966,5.587046
green,Queens,South Jamaica,20,0.6,0.18816572,3.024,0.6628549,1.7377136,4.2251635,5.697372
green,Queens,Howard Beach,1,1.0,0.29500046,2.16,0.6223094,1.2444568,2.1778853,2.6850848
green,Bronx,Mott Haven/Port Morris,53,0.5849056603773585,0.16370106,2.1439622641509435,0.6040988,1.4571321,4.005044,5.481635
green,Queens,Jamaica Estates,3,0.6666666666666666,0.14836134,3.25,0.6039195,1.5350555,4.9895835,5.884331
green,Brooklyn,Bensonhurst West,1,0.0,0.17258325,0.0,0.59473455,1.4419909,3.9341147,4.898531
green,Brooklyn,Manhattan Beach,3,0.6666666666666666,0.27289903,3.026666666666667,0.57924896,1.4464197,2.0714166,2.9670818
green,Bronx,Van Nest/Morris Park,14,0.5,0.10725745,3.682142857142857,0.5748257,1.5149755,3.7645695,5.2029357
green,Bronx,Allerton/Pelham Gardens,1,1.0,0.20456156,3.0,0.5722403,1.5347062,2.9913797,4.16828
green,Queens,Auburndale,1,1.0,0.15125675,6.0,0.56868315,2.073479,4.399411,5.9324775
green,Queens,Rosedale,2,0.0,0.19252251,0.0,0.56548285,1.2441759,3.018384,3.6641817
green,Queens,East Flushing,5,0.4,0.13688537,0.97,0.52789724,1.4407965,4.559999,5.934432
